,std
ENSG00000272004,0.8551204125224435
ENSG00000189339,12.268529046034768
ENSG00000269737,3.1060904631953177
ENSG00000269227,2.873967492953072
ENSG00000215914,0.26229911707083536
ENSG00000008128,1.9454633772373187
ENSG00000268575,1.304363032054427
ENSG00000227775,3.6152335375226072
ENSG00000215790,2.508366143231124
ENSG00000008130,14.909455934582347
ENSG00000078369,44.270177352620166
ENSG00000231050,1.2828827652628094
ENSG00000169885,0.9939178555520866
ENSG00000178821,8.248886396504814
ENSG00000142609,0.09844015672058462
ENSG00000233542,0.010576372861741014
ENSG00000187730,0.4692430221638511
ENSG00000226969,0.42591754843566443
ENSG00000067606,1.8708445924992911
ENSG00000271806,0.044551128716657486
ENSG00000182873,1.2875080878247804
ENSG00000162585,3.39806760543671
ENSG00000203301,0.05829253323790039
ENSG00000234396,0.08906724249003015
ENSG00000157933,21.229676743136086
ENSG00000116151,0.3455527411292711
ENSG00000272161,0.0979289050583906
ENSG00000269753,0.1249232165658871
ENSG00000269896,0.7499500599739392
ENSG00000272420,0.3765850126568325
ENSG00000271921,0.21037606244238344
ENSG00000271847,0.23316437307894802
ENSG00000157916,18.814881970946452
ENSG00000157911,6.361141677396778
ENSG00000149527,2.0247561468863675
ENSG00000224387,0.47013282216127145
ENSG00000229393,0.247542530618541
ENSG00000157881,4.8014826569899425
ENSG00000197921,2.193061857033117
ENSG00000272449,38.85597002825935
ENSG00000238164,2.102739034118013
ENSG00000157873,32.44341843203258
ENSG00000225931,0.811947290092277
ENSG00000228037,2.335706662051987
ENSG00000157870,5.623757372196551
ENSG00000142606,0.09099631632949766
ENSG00000237058,0.026742545073489755
ENSG00000215912,0.709628128335522
ENSG00000233234,0.005730104135562693
ENSG00000231630,0.0191856448503624
ENSG00000169717,0.0037335598215130434
ENSG00000177133,0.020574984644509863
ENSG00000142611,0.09095121147857888
ENSG00000226286,0.003727460273210126
ENSG00000272235,0.006836610350064561
ENSG00000130762,1.7368964365750255
ENSG00000272088,0.0821470626442816
ENSG00000162591,1.1206612671945857
ENSG00000207776,0.039302590500738865
ENSG00000238260,1.9222709316920537
ENSG00000158109,28.27394338688116
ENSG00000116213,2.980114248263403
ENSG00000078900,2.731354934380669
ENSG00000227589,0.44272617171043444
ENSG00000235131,0.21063586579233337
ENSG00000227372,5.021406865624618
ENSG00000162592,0.0796574369963581
ENSG00000235169,4.374177433202167
ENSG00000130764,16.135534460219873
ENSG00000266075,0.7528146676183035
ENSG00000272153,2.1458832112101174
ENSG00000116198,4.973706502233882
ENSG00000169598,2.8642353084752235
ENSG00000198912,3.328344226943471
ENSG00000236423,0.16836282593141683
ENSG00000233304,0.018668385447149504
ENSG00000226374,0.03717408940856912
ENSG00000229280,0.14757366143195877
ENSG00000235054,0.019274402109366914
ENSG00000227169,0.009429385354308994
ENSG00000232596,0.0724962324260839
ENSG00000196581,13.057356544787703
ENSG00000231510,0.013729163754589614
ENSG00000260972,0.003358417075825652
ENSG00000264341,0.07856391542111367
ENSG00000236948,0.02970785007699149
ENSG00000264101,0.3941243145138245
ENSG00000131697,1.1783857071240544
ENSG00000266687,0.7864648520757259
ENSG00000069424,8.156138874148196
ENSG00000116254,0.13992705948817682
ENSG00000116251,82.80183877098521
ENSG00000226944,4.178359646303757
ENSG00000158286,4.7071086244767155
ENSG00000116237,14.37890708400616
ENSG00000225077,0.6469556707008822
ENSG00000173673,0.03242922613697183
ENSG00000158292,1.1362983072288066
ENSG00000097021,2.6609878192003533
ENSG00000069812,0.014805165175843389
ENSG00000187017,0.20426227587379703
ENSG00000265392,0.09601113415695363
ENSG00000231868,0.05929070482440515
ENSG00000215788,2.110797699930234
ENSG00000171680,1.071885795902636
ENSG00000162408,2.7961486480078275
ENSG00000253022,0.5827004518995397
ENSG00000229519,1.0323754522830522
ENSG00000173662,0.8837817653533979
ENSG00000204859,5.314153972049067
ENSG00000162413,25.637370912467304
ENSG00000116273,10.88653443587487
ENSG00000041988,3.758423008517305
ENSG00000007923,4.464790719582079
ENSG00000228750,0.009648964545203234
ENSG00000239166,0.0509178311107442
ENSG00000237436,3.230869581433355
ENSG00000171735,2.1794290082581
ENSG00000227950,0.24324589412371195
ENSG00000237365,0.1669346563221921
ENSG00000207056,0.11247045274437889
ENSG00000237402,0.37504779966626045
ENSG00000237728,0.02675706239184137
ENSG00000225126,0.851761271229514
ENSG00000270171,0.017357316094373552
ENSG00000270035,0.27487227414471604
ENSG00000269978,0.6847806764866405
ENSG00000049245,21.733221449827337
ENSG00000269925,1.809584853745679
ENSG00000049246,1.0747392286271675
ENSG00000236266,0.28171337140279706
ENSG00000049247,0.2056495447136713
ENSG00000049249,1.193526849436378
ENSG00000270330,0.06508377111239368
ENSG00000116288,53.14030060097619
ENSG00000200344,1.0032430164465895
ENSG00000116285,10.090638206320149
ENSG00000238290,0.11188627326216971
ENSG00000232848,0.13692916272366662
ENSG00000229305,0.017988643304011502
ENSG00000200975,0.03246883930130328
ENSG00000227634,0.09265886928360322
ENSG00000233645,0.028451192063658738
ENSG00000265414,0.05746847230951445
ENSG00000251977,0.1306111798770198
ENSG00000162426,0.28936273117891526
ENSG00000252254,0.2525822385026354
ENSG00000142599,18.2552898848407
ENSG00000232912,0.9243554290958634
ENSG00000221083,1.5098322012592875
ENSG00000270282,0.2757419907455883
ENSG00000234619,0.1386205533274703
ENSG00000224315,0.14225011023189635
ENSG00000222511,0.297997598908259
ENSG00000226545,0.22217370499790742
ENSG00000228423,0.4828605957667934
ENSG00000229716,0.053507724551906666
ENSG00000074800,146.82081393832559
ENSG00000236269,1.1527123818280456
ENSG00000230679,1.275150755498436
ENSG00000201725,0.3156051774057182
ENSG00000238249,0.14351058559522636
ENSG00000232208,0.2514570323823238
ENSG00000232663,0.0482160356841036
ENSG00000131686,0.06234621312540876
ENSG00000265141,0.015747980551640846
ENSG00000197241,0.07550669458439416
ENSG00000142583,29.629464192609703
ENSG00000252404,0.4182125567815714
ENSG00000180758,1.9860949516794155
ENSG00000207865,1.992447522651722
ENSG00000228526,0.8972013231456532
ENSG00000234546,1.3355293945506501
ENSG00000049239,7.291135841652917
ENSG00000252841,0.08678368049600005
ENSG00000171621,7.991100810218658
ENSG00000252956,0.026679384892340587
ENSG00000235263,0.01766651474836376
ENSG00000171612,4.1883707983436675
ENSG00000231181,0.3475109244917268
ENSG00000188807,2.615827396785217
ENSG00000171608,3.034389932585329
ENSG00000179840,0.06641205345335316
ENSG00000233268,0.042328583502867334
ENSG00000231789,12.249626323298447
ENSG00000171603,34.14337160703227
ENSG00000271264,0.1344125628281351
ENSG00000178585,5.122799274280791
ENSG00000162441,4.041455911295319
ENSG00000228150,1.4831228466366386
ENSG00000173614,1.1611266458769247
ENSG00000202415,0.4692674561083124
ENSG00000265521,0.3009151255874891
ENSG00000162444,4.6432673492002445
ENSG00000225786,0.052047760424016445
ENSG00000130939,6.529080766722941
ENSG00000224340,0.1606787035663943
ENSG00000233623,0.2569264899694191
ENSG00000201746,1.4314647867232175
ENSG00000054523,1.8453457626702898
ENSG00000264881,0.29002805801989817
ENSG00000199562,1.3526093813804276
ENSG00000265945,0.5314459436315369
ENSG00000142657,29.682121342521118
ENSG00000271989,0.046836259311427056
ENSG00000175279,1.4723072568727096
ENSG00000241563,0.3670088474968657
ENSG00000160049,5.214588566976326
ENSG00000142655,5.736768472203747
ENSG00000243267,0.3512981704735022
ENSG00000130940,1.192122576283218
ENSG00000272078,0.19517806371432023
ENSG00000225158,0.020079954663256103
ENSG00000175262,0.45863769754894873
ENSG00000215785,0.18837979747298722
ENSG00000264181,0.18385789817896397
ENSG00000207213,0.25069210546173404
ENSG00000120948,23.659607311446134
ENSG00000009724,1.301178029651473
ENSG00000271895,6.072095993195224
ENSG00000116649,111.10738848504751
ENSG00000171824,5.9641709415155795
ENSG00000226849,0.21855228569205717
ENSG00000230337,0.4145918742742064
ENSG00000198793,6.221212382096802
ENSG00000225602,0.2434869634358739
ENSG00000253086,0.38543728941312844
ENSG00000271794,0.23461102723329746
ENSG00000171819,0.06080648379192714
ENSG00000207451,0.5003677015750035
ENSG00000238173,0.5624197177384538
ENSG00000120942,8.582352152009967
ENSG00000238199,0.6646474440793428
ENSG00000224338,0.019723738157043362
ENSG00000204624,0.4566302482923193
ENSG00000235643,0.04229488040514216
ENSG00000116661,5.969130909325502
ENSG00000132879,7.686541612876127
ENSG00000116663,10.256145687639592
ENSG00000116670,10.121773863781824
ENSG00000162490,0.029069061970599514
ENSG00000177674,5.266180487342249
ENSG00000215910,1.39661245004149
ENSG00000177553,0.00703351881878282
ENSG00000177000,3.953080201789687
ENSG00000011021,3.6136880648513023
ENSG00000242349,0.6167236174698852
ENSG00000175206,0.2583293331572271
ENSG00000120937,0.11052080179906151
ENSG00000224904,0.03099664459948253
ENSG00000199347,57.404531588637276
ENSG00000201801,77.08412629001542
ENSG00000116685,24.90294426810355
ENSG00000083444,14.573605558674103
ENSG00000116688,14.311221456423823
ENSG00000270914,1.1208410077806656
ENSG00000116691,8.628730729333794
ENSG00000202461,0.7020559398282675
ENSG00000243539,0.11065281883095167
ENSG00000120949,1.9559381163752603
ENSG00000201135,0.07268875906583826
ENSG00000227875,0.047042572549750285
ENSG00000028137,15.501265756939654
ENSG00000263676,0.26502360607668907
ENSG00000225196,0.042805355765806095
ENSG00000252969,0.027003723740268055
ENSG00000048707,2.259345470092967
ENSG00000239149,1.149817068519889
ENSG00000229484,0.24338940826078076
ENSG00000162496,2.995022760154164
ENSG00000221340,0.5337910687527148
ENSG00000272482,0.49424547534464947
ENSG00000204518,0.0046141681639180095
ENSG00000226166,0.014186128446862144
ENSG00000188984,0.0036763578671422485
ENSG00000157330,0.003871116282350926
ENSG00000116726,0.008562439534519245
ENSG00000116721,0.011840870109729213
ENSG00000228338,0.0
ENSG00000204513,0.01678086383660731
ENSG00000231103,0.0076342920639220725
ENSG00000179172,0.3353414192120148
ENSG00000120952,0.04241356617147079
ENSG00000243073,0.018970417166590148
ENSG00000187545,0.01645969183017777
ENSG00000204510,0.00613054966072878
ENSG00000207434,0.033105789442213214
ENSG00000234064,0.007563060472089222
ENSG00000232423,0.0007267397748987066
ENSG00000204508,0.0021515751509638458
ENSG00000239810,0.0030290162950766452
ENSG00000250113,0.0014342511099149106
ENSG00000204505,0.006479962522199061
ENSG00000236179,0.011206687057820979
ENSG00000179412,0.04331137692885286
ENSG00000224199,0.0033708790628914987
ENSG00000229571,0.004682258739757022
ENSG00000233394,0.004129876091387803
ENSG00000204502,0.0018848289683402147
ENSG00000237700,0.01303535315475621
ENSG00000228229,0.050407054055164005
ENSG00000204495,0.0025943400372793303
ENSG00000224581,0.002150992984061551
ENSG00000157358,0.0025974649432612645
ENSG00000204481,0.0037427133960766428
ENSG00000204480,0.0020486124690889036
ENSG00000204479,0.0029973703694110548
ENSG00000204478,0.0011727018758056422
ENSG00000162494,0.19803672238372316
ENSG00000259961,0.0223454347447199
ENSG00000215909,0.061406994994747485
ENSG00000162493,0.009202107445621579
ENSG00000222952,0.027644528430264822
ENSG00000266358,0.04657960726323694
ENSG00000237445,0.014339663421331184
ENSG00000253085,0.5562028259441204
ENSG00000116731,11.747930548879813
ENSG00000252151,0.09463895100766417
ENSG00000231606,0.13822939946015486
ENSG00000234593,0.07115039471214651
ENSG00000189337,0.4447972249295281
ENSG00000235829,0.08194530585951167
ENSG00000175147,0.10786787627224838
ENSG00000171729,7.108412357461786
ENSG00000204464,0.1857326417818652
ENSG00000215720,0.08216187142304886
ENSG00000142621,0.666188273333363
ENSG00000233485,0.016935652469276023
ENSG00000236045,0.30992779401323445
ENSG00000228140,0.0630706941792256
ENSG00000142634,55.031007059066425
ENSG00000162438,0.32707297639402255
ENSG00000142615,0.09897957578181575
ENSG00000215704,0.18247711914273862
ENSG00000132906,2.179858766468344
ENSG00000116138,2.837280728118803
ENSG00000251866,0.22235490422663248
ENSG00000272510,0.22875159921777055
ENSG00000116771,7.279376064838631
ENSG00000237301,0.30416727075471395
ENSG00000235084,1.0020584876720424
ENSG00000252417,0.2169312167339822
ENSG00000236500,0.10979447611981902
ENSG00000197312,2.934498247967472
ENSG00000271742,0.7902811994525911
ENSG00000116786,21.493327356793802
ENSG00000237938,1.2575917890691222
ENSG00000162461,0.5197989988288801
ENSG00000224459,0.02881041952471701
ENSG00000162460,0.047314691924227936
ENSG00000162458,0.741193195325201
ENSG00000224321,1.4980388785465744
ENSG00000233954,22.737385341671636
ENSG00000178715,7.919284556173209
ENSG00000179743,3.159876611488551
ENSG00000065526,13.147472030684876
ENSG00000238818,0.577716077423188
ENSG00000270620,0.3590491088654658
ENSG00000116809,8.310731910557067
ENSG00000234607,0.24118458317329092
ENSG00000231353,0.06716054340446656
ENSG00000224966,0.03796591418058035
ENSG00000183888,0.011769797232042748
ENSG00000173641,0.9594752184724986
ENSG00000186510,1.7815362123655665
ENSG00000232456,0.5138148657658915
ENSG00000184908,0.06438949876692994
ENSG00000185519,2.0673072380925253
ENSG00000142627,0.4742622915643347
ENSG00000227959,0.03820355442817646
ENSG00000224621,0.06467946990985861
ENSG00000142632,4.034698600211383
ENSG00000237276,5.012714208163762
ENSG00000204377,6.030812921235679
ENSG00000132881,3.2332504862528935
ENSG00000233929,4.882271496574882
ENSG00000037637,2.441477851277501
ENSG00000055070,13.46546794486488
ENSG00000226457,0.34054205271857063
ENSG00000187144,0.8417835394898978
ENSG00000157191,8.045561287323897
ENSG00000226029,0.5994603760875972
ENSG00000080947,0.7993026215292021
ENSG00000206652,34.77800620756191
ENSG00000261135,0.6350286780844676
ENSG00000224174,0.060164292261744884
ENSG00000233421,0.0545186794954402
ENSG00000268674,0.013239557529523537
ENSG00000225710,0.06448210077883108
ENSG00000266584,0.08692833488528583
ENSG00000219481,1.9055990735139934
ENSG00000271732,0.14907208566092842
ENSG00000215908,7.500207200580363
ENSG00000186301,4.3321735623113415
ENSG00000207513,0.43386710951102814
ENSG00000237847,0.0016511754855514764
ENSG00000264742,0.31623433772189385
ENSG00000236698,2.2191826655962235
ENSG00000268869,1.7731987577900807
ENSG00000268991,0.006855603404453136
ENSG00000058453,4.915494691283965
ENSG00000207389,1.4158521738226304
ENSG00000227684,0.17569459665271447
ENSG00000186715,0.9150123207402281
ENSG00000223643,0.027009346594558836
ENSG00000230239,0.2204294041913593
ENSG00000263811,0.07905603706595263
ENSG00000228549,0.14106112270305057
ENSG00000238142,3.2129021157133475
ENSG00000235241,0.5803112062320708
ENSG00000207005,16.366632166341105
ENSG00000272426,1.5344704471118606
ENSG00000117122,1.918356785048391
ENSG00000226526,0.07766973633569821
ENSG00000159363,33.38303766928162
ENSG00000117118,15.623837006320512
ENSG00000117115,0.7605919988096493
ENSG00000252180,0.019865668956085807
ENSG00000204362,0.016102918460914908
ENSG00000142623,0.0028914293599672015
ENSG00000142619,0.0553465057043659
ENSG00000266634,0.047196143101633684
ENSG00000159339,4.501918607092835
ENSG00000269468,0.5802952901603609
ENSG00000256049,1.2358108466640048
ENSG00000179051,23.823609866650425
ENSG00000239020,0.18373879292451284
ENSG00000074964,2.970663304433695
ENSG00000236648,0.016206748044316967
ENSG00000117148,17.391818838080805
ENSG00000261781,0.018626015050832407
ENSG00000117154,1.554094115688144
ENSG00000230035,0.020297236592320345
ENSG00000225387,0.020820507413604267
ENSG00000179023,0.25293720974516143
ENSG00000235282,0.05266390253273477
ENSG00000225478,0.02551642130081246
ENSG00000009709,0.0062176609406897525
ENSG00000179002,0.012385537190669552
ENSG00000255275,0.011175715989832217
ENSG00000159423,1.2331782009192305
ENSG00000221662,0.20017010011984165
ENSG00000169991,18.466527461110573
ENSG00000272084,0.10781239758455757
ENSG00000127481,7.484567840360389
ENSG00000266098,1.7489711783559432
ENSG00000230424,2.254735803291296
ENSG00000127463,7.724527632654177
ENSG00000053372,13.163057925145715
ENSG00000211454,0.3314322227002496
ENSG00000162482,0.5273296956791039
ENSG00000270728,1.2356044086250388
ENSG00000053371,14.228229721353628
ENSG00000200403,0.9436485020395036
ENSG00000040487,6.565007509616552
ENSG00000265192,0.23532061587743996
ENSG00000077549,21.72081146705278
ENSG00000240490,0.2496862887096309
ENSG00000201609,0.08744877151709213
ENSG00000239027,0.031204280566237898
ENSG00000235185,0.3169343775423013
ENSG00000270136,0.0202506616558501
ENSG00000173436,1.7594582278668105
ENSG00000226396,13.30044450026838
ENSG00000158747,0.2592739796893608
ENSG00000158748,0.1371221344095224
ENSG00000162542,7.180526173872671
ENSG00000178828,0.03155978789645835
ENSG00000235434,0.024710561755415576
ENSG00000169914,1.6837003485837108
ENSG00000188784,0.017337528943835664
ENSG00000242688,0.011895345711379178
ENSG00000188257,0.02392166505565131
ENSG00000127472,0.05914867874528029
ENSG00000117215,26.221428912995215
ENSG00000158786,0.015527459544384168
ENSG00000227066,0.015723695582042056
ENSG00000187980,0.009629344322837673
ENSG00000225986,0.3565082981829139
ENSG00000162543,0.4661210719510214
ENSG00000228105,0.025121680772324097
ENSG00000158816,0.007639475361405691
ENSG00000226664,0.03366438010032454
ENSG00000236963,0.006917139896226271
ENSG00000226487,0.01435147759480099
ENSG00000162545,0.4478878943788861
ENSG00000090432,19.038440937025953
ENSG00000215520,0.019335907741529074
ENSG00000183114,0.008416990073533179
ENSG00000158825,5.667594845132953
ENSG00000158828,6.821594884768932
ENSG00000117242,2.3299848360136357
ENSG00000244038,233.60376089455863
ENSG00000117245,0.0755873831904133
ENSG00000235432,0.09828277763374439
ENSG00000189410,0.06896546551921903
ENSG00000233069,0.2695023702189831
ENSG00000127483,20.925466997501704
ENSG00000075151,9.505369544479823
ENSG00000251914,0.3958255787409157
ENSG00000221808,0.18385545021150704
ENSG00000233072,0.4977001092809714
ENSG00000236073,0.4926267172397351
ENSG00000235112,0.2770895884449972
ENSG00000266867,10.319131435252523
ENSG00000117298,39.68666223305378
ENSG00000236936,0.2929837813872342
ENSG00000231105,1.0502974353062287
ENSG00000236216,0.06557113571091243
ENSG00000228823,0.018899367222411947
ENSG00000236009,0.011054777189239954
ENSG00000227001,0.5202240615893955
ENSG00000187952,0.21881994892976578
ENSG00000186543,0.0693500289872845
ENSG00000142794,0.8876482818258989
ENSG00000176378,0.04661199467130435
ENSG00000162551,7.6669572345188755
ENSG00000233431,0.07807685746008244
ENSG00000221781,0.13570965809996852
ENSG00000076864,1.7018206109472696
ENSG00000090686,13.962999730667116
ENSG00000231978,0.48523240123512057
ENSG00000187942,2.069137773888608
ENSG00000142798,3.994441591885054
ENSG00000232037,0.18085286551782923
ENSG00000219073,0.012838101079494338
ENSG00000264385,0.04275080117234148
ENSG00000263991,0.025417971883156427
ENSG00000142789,0.03707531614607254
ENSG00000263582,0.047692436786822424
ENSG00000263929,0.02859489847667102
ENSG00000201273,0.0537194153295835
ENSG00000228397,1.4282329271823455
ENSG00000218510,10.04456771740621
ENSG00000070831,46.97282566457546
ENSG00000230068,0.5356021026764878
ENSG00000271428,0.5107391515375477
ENSG00000271840,0.6234683283387756
ENSG00000162552,10.926110121303426
ENSG00000266564,0.1609313885180675
ENSG00000234397,0.1106487603055944
ENSG00000184677,11.481160517713437
ENSG00000237200,6.855578500797309
ENSG00000070886,1.011395240029676
ENSG00000173372,130.21295047865416
ENSG00000159189,346.48704231425876
ENSG00000173369,330.2715753012689
ENSG00000133216,1.3626743493627942
ENSG00000265422,0.047492086851301976
ENSG00000216157,0.027236325739200023
ENSG00000225952,0.06914868243743888
ENSG00000264014,0.053158290629615884
ENSG00000272796,0.1681985459386919
ENSG00000215906,0.005874761092568944
ENSG00000227868,0.09307699355371725
ENSG00000004487,8.031153256518786
ENSG00000240553,0.13846248806827546
ENSG00000263793,0.4087416266115213
ENSG00000266802,0.559986700728021
ENSG00000169641,1.599499538018931
ENSG00000229010,0.09984575027353253
ENSG00000206935,0.2798091780484326
ENSG00000252578,0.3574847574636663
ENSG00000179546,0.8303197513775336
ENSG00000215381,0.1402680174842829
ENSG00000261326,0.39648657002390253
ENSG00000125944,15.591117191932087
ENSG00000125945,1.2826410677487292
ENSG00000249087,0.9090961162273282
ENSG00000271420,0.28854218012787075
ENSG00000204219,7.045421539014702
ENSG00000232482,0.05267741368203709
ENSG00000088280,2.1349391966448614
ENSG00000007968,14.477913178547892
ENSG00000235052,1.6611369526772068
ENSG00000117318,36.29957382772481
ENSG00000197880,1.0902849721297212
ENSG00000229239,0.03441136268985116
ENSG00000142676,787.7961924264797
ENSG00000203589,0.11790886277733464
ENSG00000244609,0.24363969311146438
ENSG00000011007,9.33363339412125
ENSG00000236810,1.4688331359138302
ENSG00000057757,19.275540322533534
ENSG00000011009,18.26930110395321
ENSG00000117308,3.9560803768775985
ENSG00000117305,2.6563068202530173
ENSG00000179163,27.621103500576947
ENSG00000188822,0.40913951904792817
ENSG00000264347,0.01953262330115522
ENSG00000238538,0.12311273077444175
ENSG00000229106,0.11639693377538167
ENSG00000232557,0.09670237997793367
ENSG00000264926,0.03621386509806384
ENSG00000230228,0.02207513143748898
ENSG00000189266,1.6344455588296134
ENSG00000188529,0.5169259587861424
ENSG00000215905,0.011311066698948916
ENSG00000225315,0.02410936597369764
ENSG00000142661,0.07855138353079863
ENSG00000230703,0.004196405211421154
ENSG00000142677,2.169073202786427
ENSG00000185436,23.792881306204368
ENSG00000230023,0.2623008627832972
ENSG00000221032,0.05064603024036937
ENSG00000232298,0.936680024363121
ENSG00000158055,1.823374941057981
ENSG00000001460,0.623085648455673
ENSG00000001461,5.599117569796058
ENSG00000117602,2.8013571071055994
ENSG00000266551,0.12194263228186195
ENSG00000264443,0.28714056252039427
ENSG00000184454,8.14947750696432
ENSG00000227312,1.3857186885759432
ENSG00000239106,0.09038694708830818
ENSG00000133226,9.98552979905429
ENSG00000238986,0.600509480215216
ENSG00000169504,151.5419705003591
ENSG00000238482,1.8021832464045433
ENSG00000020633,41.38451955830144
ENSG00000229162,0.989181220598825
ENSG00000261025,0.010390469131561268
ENSG00000264371,0.2774706694995023
ENSG00000233755,0.04570160352391115
ENSG00000233419,0.02012134678864706
ENSG00000231953,0.6947143763188919
ENSG00000117614,21.822256873580482
ENSG00000117616,14.815000177080055
ENSG00000272432,1.8106856636093362
ENSG00000261349,3.8356417357224513
ENSG00000187010,1.1739674895818102
ENSG00000224183,0.7970689425837224
ENSG00000259984,0.7916732377024861
ENSG00000183726,22.765586669860205
ENSG00000252515,0.8282729547106531
ENSG00000238889,1.9099455711431963
ENSG00000188672,1.415040010909483
ENSG00000238084,2.4235780407878518
ENSG00000266468,0.1256283649362579
ENSG00000204178,18.230922615297956
ENSG00000157978,23.303824023549485
ENSG00000225643,5.44779240034811
ENSG00000117643,6.509923800680182
ENSG00000233478,0.3171585987240474
ENSG00000162430,14.58969895299592
ENSG00000228172,0.3201063765238297
ENSG00000117640,3.952694143449795
ENSG00000223474,0.30355234569947975
ENSG00000272478,0.03212846177349476
ENSG00000127423,0.5168807840290832
ENSG00000236528,0.14713927038753624
ENSG00000182749,2.1410797918916034
ENSG00000207302,0.15276069713952428
ENSG00000117632,16.111261303100175
ENSG00000229786,0.2895733570571192
ENSG00000223624,0.5535872772819229
ENSG00000264021,0.054508632737387104
ENSG00000266763,0.0215742239611929
ENSG00000158006,3.08316191292731
ENSG00000207237,0.1447808715502348
ENSG00000252190,0.014089430532765632
ENSG00000158008,0.05400337564330563
ENSG00000158014,0.07495562282836861
ENSG00000158022,0.6825296700768755
ENSG00000265320,0.44293401525255593
ENSG00000175087,4.235293444794028
ENSG00000197245,0.2337034995705131
ENSG00000142684,0.19821182974754795
ENSG00000236782,0.1314181562129892
ENSG00000142675,6.118601546051123
ENSG00000188782,0.12342856203511741
